frFAd,1
HkBSy,1
C3a0q,0
wh2WS,1
ReTOY,1
BT4jS,0
0xECG,1
vj72F,1
7k7OU,1
3JIx0,0
UiKFt,1
1vGez,0
mPsf0,0
AzO5u,1
hpRrl,0
7cwj6,0
XMwNb,0
kLXoo,0
gJr3Q,0
ZS89w,1
DGunR,1
8KygV,1
W7o8e,1
uY40J,0
b8Vdt,0
NB5GM,1
UW8Sd,1
8ilC4,0
Z37t7,0
TYLgu,0
28rEW,1
YMh5A,0
Z4KU6,0
YuXTr,1
BymPK,0
0IiAP,1
cqded,1
NyiLN,1
6x5i5,1
7w0vA,1
1uQnB,1
oy1UM,1
PKxcI,0
3CZAd,1
hehRo,0
a9F6V,1
WhX2F,1
ge4Nb,0
Pe9Ds,1
lZ14T,1
mfglK,1
42faP,1
lAque,1
ntnal,1
Jasel,0
YYoW1,0
DHJVP,1
SUIoA,0
Tppy2,0
7SLdU,1
MJKb9,1
Nlg2a,1
RNcmi,1
SFZMz,0
9ukXM,1
WMHcA,1
Fifzv,0
fDgUN,0
SuI41,1
6ikOI,1
yvCqh,0
UOpC8,0
75C7e,0
m5S2h,1
gqSig,0
BVxmn,0
E3R54,1
49kJj,1
hgr96,1
ydfLT,0
wjeiV,1
Zb62A,0
RrWdE,0
2H2wU,1
HcVYf,0
5KjAs,0
M2oQC,1
93kvL,0
TC3y5,0
nvi5Q,0
31L05,1
uOBuO,1
7139c,1
FWxzp,1
RSwJ2,1
2iRKp,1
gJYDb,0
NBV2w,0
Xu24W,1
1B3K5,1
Hpe1Y,1
8fo4i,0
mZnrj,0
4PTcN,0
PwRKw,1
lvuaq,0
Xyz8E,0
l8TsJ,1
YXBaC,0
3AiLQ,0
AUdZp,0
OrhRn,1
0hKzy,1
yVJG9,1
DwZ91,0
CiCix,1
1rURm,0
uRb8x,1
hNdOm,0
0mlqT,1
HVfdA,1
GQTwU,1
FbAKm,1
RkxT4,0
unLvt,0
sAI1b,1
m1Vzy,1
vnCWO,1
SheVD,1
xU9p1,0
tWQIu,1
D4Q0p,1
J6oW5,1
JYSZN,1
DSkNC,0
NMX1A,0
ilHXM,0
gqx1j,1
twJio,0
AC2iU,1
UjSKR,0
kMJtM,0
oCbBC,0
8ecRn,0
eAnji,1
ZON1D,1
hKsn0,1
x8qVu,0
xyI2l,0
LQZ9d,0
yCiZ7,0
z1G6d,1
AEaC5,1
uwRzL,0
QYyXT,1
pvcTy,0
pDQOT,1
DexdS,1
2t6rO,0
3uMDO,0
k7V2B,0
sW0fL,0
3RJAN,1
mB6hU,1
CvxqX,0
YYcs9,0
cZAn3,0
sToxl,1
rZcB9,0
LiYCH,0
8Zquw,0
PmZDG,0
rsCuL,0
dliev,1
Hb30K,1
LmSJT,1
x8VHE,1
gLbT6,0
3ZCSD,1
P0bbj,1
0SCTp,0
Y9VUN,1
hk8gh,0
8Jxn7,1
zyM6v,0
1UT5q,0
xzTJu,0
L5ty3,0
q3iR0,1
kIlr3,1
AFno7,0
Q30WV,1
9WyKp,1
OrbMK,0
1crzL,0
75zq7,0
0M9md,0
7x4uA,1
g42wQ,0
W6kby,0
VzRvG,1
wnddf,0
Fw5Sc,0
btL2k,0
lmsyA,0
QIczK,0
i9PM1,1
ULDFC,0
BjyGS,1
chgHB,1
y32d8,1
W5R4s,1
lBi1Q,1
GnXj3,0
3ekNC,0
wi6YM,0
E29HU,0
PZaNW,0
ru6BY,0
EIRJY,1
L7OaE,1
EcJrP,1
vfi01,0
1Vly7,0
ibAED,0
GPqoG,1
ADfzT,0
FTRNE,1
chBAx,0
vQ6KG,0
KwXO4,0
3TzgC,1
PgYPK,0
M8Sqt,0
CPbgW,1
N2j8m,1
taDRA,0
ZLcrw,1
H4sPY,0
BkBE0,1
zLXXn,0
yQjNY,0
pWyKW,1
hiH6G,1
Ag1tS,0
7OD1M,0
VBFpQ,1
nP4UA,1
opFHG,0
siSyi,0
zmgX6,0
,1
,0
,0
,1
,1
,1
,0
,0
,1
,0
,0
,1
,1
,1
,1
,1
,0
,0
,1
,0
,1
,1
,0
,1
,1
,1
,1
,0
,0
,1
,1
,0
,1
,0
,1
,1
,0
,0
,0
,0
,1
,0
,1
,0
,1
,1
,1
,0
,0
,0
,0
,0
,0
,1
,0
,0
,0
,1
,0
,0
,1
,0
,0
,0
,0
,0
,0
,0
,0
,1
,1
,1
,0
,0
,0
,1
,1
,1
,1
,1
,0
,0
,0
,1
,0
,1
,0
,1
,1
,1
,0
,0
,1
,0
,0
,0
,1
,1
,1
,0
,1
,1
,1
,1
,1
,1
,1
,0
,1
,1
,0
,1
,1
,1
,0
,0
,0
,1
,0
,1
,0
,1
,1
,1
,1
,0
,1
,0
,0
,1
,1
,1
,0
,0
,1
,0
,1
,1
,0
,1
,1
,1
,1
,1
,0
,0
,0
,0
,1
,0
,0
,0
,0
,0
,1
,1
,1
,0
,0
,1
,1
,1
,0
,0
,0
,0
,1
,1
,0
,0
,0
,0
,0
,1
,0
,0
,1
,0
,1
,1
,1
,0
,0
,1
,0
,1
,1
,1
,1
,1
,1
,1
,0
,1
,1
,1
,0
,0
,1
,1
,0
,1
,1
,0
,0
,0
,0
,1
,1
,0
,0
,1
,0
,0
,1
,0
,0
,0
,1
,1
,1
,1
,1
,0
,0
,0
,0
,0
,0
,0
,0
,1
,0
,0
,1
,0
,0
,1
,1
,0
,1
,1
,1
,1
,1
,1
,0
,1
,0
,1
,1
,0
,1
,1
,0
,1
,1
,1
,0
,1
,0
,0
,1
,0
,0
,0
,0
,0
,1
,1
,1
,1
,0
,0
,1
,1
,0
,0
,0
,1
,0
,0
,1
,0
,1
,1
,1
,1
,1
,1
,1
,0
,1
,0
,1
,1
,0
,1
,1
,1
,1
,1
,1
,0
,0
,1
,0
,0
,1
,1
,1
,1
,0
,1
,1
,0
,0
,1
,1
,0
,0
,0
,1
,0
,0
,1
,1
,1
,0
,1
,0
,0
,1
,0
,0
,1
,0
,0
,0
,1
,1
,1
,1
,1
,1
,0
,0
,1
,1
,1
,0
,0
,0
,1
,0
,0
,1
,0
,0
,0
,1
,1
,1
,0
,1
,0
,1
,0
,1
,1
,1
,1
,0
,0
,1
,1
,1
,1
,0
,1
,1
,1
,1
,0
,0
,0
,1
,0
,1
,0
,0
,0
,0
,1
,1
,1
,0
,0
,0
,0
,1
,1
,0
,1
,0
,1
,1
,0
,0
,0
,0
,1
,1
,0
,0
,0
,1
,0
,0
,0
,0
,0
,1
,1
,1
,1
,0
,1
,1
,0
,1
,0
,1
,0
,0
,0
,0
,1
,1
,0
,1
,1
,0
,0
,0
,0
,1
,0
,0
,1
,0
,0
,0
,0
,0
,1
,0
,1
,1
,1
,1
,1
,0
,0
,0
,0
,0
,0
,1
,1
,1
,0
,0
,0
,1
,0
,1
,0
,0
,0
,1
,0
,0
,1
,1
,0
,1
,0
,1
,0
,0
,1
,1
,0
,0
,1
,1
,0
,0
,0
,1
,0
,0
,1
,1
,1
,0
,0
,1
,0
,0
,1
,1
,1
,1
,1
,0
,0
,1
,0
,1
,1
,0
,1
,1
,1
,1
,0
,0
,1
,1
,0
,1
,0
,1
,1
,0
,0
,0
,0
,1
,0
,1
,0
,1
,1
,1
,0
,0
,0
,0
,0
,0
,1
,0
,0
,0
,1
,0
,0
,1
,0
,0
,0
,0
,0
,0
,0
,0
,1
,1
,1
,0
,0
,0
,1
,1
,1
,1
,1
,0
,0
,0
,1
,0
,1
,0
,1
,1
,1
,0
,0
,1
,0
,0
,0
,1
,1
,1
,0
,1
,1
,1
,1
,1
,1
,1
,0
,1
,1
,0
,1
,1
,1
,0
,0
,0
,1
,0
,1
,0
,1
,1
,1
,1
,0
,1
,0
,0
,1
,1
,1
,0
,0
,1
,0
,1
,1
,0
,1
,1
,1
,1
,1
,0
,0
,0
,0
,1
,0
,0
,0
,0
,0
,1
,1
,1
,0
,0
,1
,1
,1
,0
,0
,0
,0
,1
,1
,0
,0
,0
,0
,0
,1
,0
,0
,1
,0
,1
,1
,1
,0
,0
,1
,0
,1
,1
,1
,1
,1
,1
,1
,0
,1
,1
,1
,0
,0
,1
,1
,0
,1
,1
,0
,0
,0
,0
,1
,1
,0
,0
,1
,0
,0
,1
,0
,0
,0
,1
,1
,1
,1
,1
,0
,0
,0
,0
,0
,0
,0
,0
,1
,0
,0
,1
,0
,0
,1
,1
,0
,1
,1
,1
,1
,1
,1
,0
,1
,0
,1
,1
,0
,1
,1
,0
,1
,1
,1
,0
,1
,0
,0
,1
,0
,0
,0
,0
,0
,1
,1
,1
,1
,0
,0
,1
,1
,0
,0
,0
,1
,0
,0
,1
,0
,1
,1
,1
,1
,1
,1
,1
,0
,1
,0
,1
,1
,0
,1
,1
,1
,1
,1
,1
,0
,0
,1
,0
,0
,1
,1
,1
,1
,0
,1
,1
,0
,0
,1
,1
,0
,0
,0
,1
,0
,0
,1
,1
,1
,0
,1
,0
,0
,1
,0
,0
,1
,0
,0
,0
,1
,1
,1
,1
,1
,1
,0
,0
,1
,1
,1
,0
,0
,0
,1
,0
,0
,1
,0
,0
,0
,1
,1
,1
,0
,1
,0
,1
,0
,1
,1
,1
,1
,0
,0
,1
,1
,1
,1
,0
,1
,1
,1
,1
,0
,0
,0
,1
,0
,1
,0
,0
,0
,0
,1
,1
,1
,0
,0
,0
,0
,1
,1
,0
,1
,0
,1
,1
,0
,0
,0
,0
,1
,1
,0
,0
,0
,1
,0
,0
,0
,0
,0
,1
,1
,1
,1
,0
,1
,1
,0
,1
,0
,1
,0
,0
,0
,0
,1
,1
,0
,1
,1
,0
,0
,0
,0
,1
,0
,0
,1
,0
,0
,0
,0
,0
,1
,0
,1
,1
,1
,1
,1
,0
,0
,0
,0
,0
,0
,1
,1
,1
,0
,0
,0
,1
,0
,1
,0
,0
,0
,1
,0
,0
,1
,1
,0
,1
,0
,1
,0
,0
,1
,1
,0
,0
,1
,1
,0
,0
,0
,1
,0
,0
,1
,1
,1
,0
,0
,1
,0
,0
,1
,1
,1
,1
,1
,0
,0
,1
,0
,1
,1
,0
,1
,1
,1
,1
,0
,0
,1
,1
,0
,1
,0
,1
,1
,0
,0
,0
,0
,1
,0
,1
,0
,1
,1
,1
,0
,0
,0
,0
,0
,0
,1
,0
,0
,0
,1
,0
,0
,1
,0
,0
,0
,0
,0
,0
,0
,0
,1
,1
,1
,0
,0
,0
,1
,1
,1
,1
,1
,0
,0
,0
,1
,0
,1
,0
,1
,1
,1
,0
,0
,1
,0
,0
,0
,1
,1
,1
,0
,1
,1
,1
,1
,1
,1
,1
,0
,1
,1
,0
,1
,1
,1
,0
,0
,0
,1
,0
,1
,0
,1
,1
,1
,1
,0
,1
,0
,0
,1
,1
,1
,0
,0
,1
,0
,1
,1
,0
,1
,1
,1
,1
,1
,0
,0
,0
,0
,1
,0
,0
,0
,0
,0
,1
,1
,1
,0
,0
,1
,1
,1
,0
,0
,0
,0
,1
,1
,0
,0
,0
,0
,0
,1
,0
,0
,1
,0
,1
,1
,1
,0
,0
,1
,0
,1
,1
,1
,1
,1
,1
,1
,0
,1
,1
,1
,0
,0
,1
,1
,0
,1
,1
,0
,0
,0
,0
,1
,1
,0
,0
,1
,0
,0
,1
,0
,0
,0
,1
,1
,1
,1
,1
,0
,0
,0
,0
,0
,0
,0
,0
,1
,0
,0
,1
,0
,0
,1
,1
,0
,1
,1
,1
,1
,1
,1
,0
,1
,0
,1
,1
,0
,1
,1
,0
,1
,1
,1
,0
,1
,0
,0
,1
,0
,0
,0
,0
,0
,1
,1
,1
,1
,0
,0
,1
,1
,0
,0
,0
,1
,0
,0
,1
,0
,1
,1
,1
,1
,1
,1
,1
,0
,1
,0
,1
,1
,0
,1
,1
,1
,1
,1
,1
,0
,0
,1
,0
,0
,1
,1
,1
,1
,0
,1
,1
,0
,0
,1
,1
,0
,0
,0
,1
,0
,0
,1
,1
,1
,0
,1
,0
,0
,1
,0
,0
,1
,0
,0
,0
,1
,1
,1
,1
,1
,1
,0
,0
,1
,1
,1
,0
,0
,0
,1
,0
,0
,1
,0
,0
,0
,1
,1
,1
,0
,1
,0
,1
,0
,1
,1
,1
,1
,0
,0
,1
,1
,1
,1
,0
,1
,1
,1
,1
,0
,0
,0
,1
,0
,1
,0
,0
,0
,0
,1
,1
,1
,0
,0
,0
,0
,1
,1
,0
,1
,0
,1
,1
,0
,0
,0
,0
,1
,1
,0
,0
,0
,1
,0
,0
,0
,0
,0
,1
,1
,1
,1
,0
,1
,1
,0
,1
,0
,1
,0
,0
,0
,0
,1
,1
,0
,1
,1
,0
,0
,0
,0
,1
,0
,0
,1
,0
,0
,0
,0
,0
,1
,0
,1
,1
,1
,1
,1
,0
,0
,0
,0
,0
,0
,1
,1
,1
,0
,0
,0
,1
,0
,1
,0
,0
,0
,1
,0
,0
,1
,1
,0
,1
,0
,1
,0
,0
,1
,1
,0
,0
,1
,1
,0
,0
,0
,1
,0
,0
,1
,1
,1
,0
,0
,1
,0
,0
,1
,1
,1
,1
,1
,0
,0
,1
,0
,1
,1
,0
,1
,1
,1
,1
,0
,0
,1
,1
,0
,1
,0
,1
,1
,0
,0
,0
,0
,1
,0
,1
,0
,1
,1
,1
,0
,0
,0
,0
,0
,0
,1
,0
,0
,0
,1
,0
,0
,1
,0
,0
,0
,0
,0
,0
,0
,0
,1
,1
,1
,0
,0
,0
,1
,1
,1
,1
,1
,0
,0
,0
,1
,0
,1
,0
,1
,1
,1
,0
,0
,1
,0
,0
,0
,1
,1
,1
,0
,1
,1
,1
,1
,1
,1
,1
,0
,1
,1
,0
,1
,1
,1
,0
,0
,0
,1
,0
,1
,0
,1
,1
,1
,1
,0
,1
,0
,0
,1
,1
,1
,0
,0
,1
,0
,1
,1
,0
,1
,1
,1
,1
,1
,0
,0
,0
,0
,1
,0
,0
,0
,0
,0
,1
,1
,1
,0
,0
,1
,1
,1
,0
,0
,0
,0
,1
,1
,0
,0
,0
,0
,0
,1
,0
,0
,1
,0
,1
,1
,1
,0
,0
,1
,0
,1
,1
,1
,1
,1
,1
,1
,0
,1
,1
,1
,0
,0
,1
,1
,0
,1
,1
,0
,0
,0
,0
,1
,1
,0
,0
,1
,0
,0
,1
,0
,0
,0
,1
,1
,1
,1
,1
,0
,0
,0
,0
,0
,0
,0
,0
,1
,0
,0
,1
,0
,0
,1
,1
,0
,1
,1
,1
,1
,1
,1
,0
,1
,0
,1
,1
,0
,1
,1
,0
,1
,1
,1
,0
,1
,0
,0
,1
,0
,0
,0
,0
,0
,1
,1
,1
,1
,0
,0
,1
,1
,0
,0
,0
,1
,0
,0
,1
,0
,1
,1
,1
,1
,1
,1
,1
,0
,1
,0
,1
,1
,0
,1
,1
,1
,1
,1
,1
,0
,0
,1
,0
,0
,1
,1
,1
,1
,0
,1
,1
,0
,0
,1
,1
,0
,0
,0
,1
,0
,0
,1
,1
,1
,0
,1
,0
,0
,1
,0
,0
,1
,0
,0
,0
,1
,1
,1
,1
,1
,1
,0
,0
,1
,1
,1
,0
,0
,0
,1
,0
,0
,1
,0
,0
,0
,1
,1
,1
,0
,1
,0
,1
,0
,1
,1
,1
,1
,0
,0
,1
,1
,1
,1
,0
,1
,1
,1
,1
,0
,0
,0
,1
,0
,1
,0
,0
,0
,0
,1
,1
,1
,0
,0
,0
,0
,1
,1
,0
,1
,0
,1
,1
,0
,0
,0
,0
,1
,1
,0
,0
,0
,1
,0
,0
,0
,0
,0
,1
,1
,1
,1
,0
,1
,1
,0
,1
,0
,1
,0
,0
,0
,0
,1
,1
,0
,1
,1
,0
,0
,0
,0
,1
,0
,0
,1
,0
,0
,0
,0
,0
,1
,0
,1
,1
,1
,1
,1
,0
,0
,0
,0
,0
,0
,1
,1
,1
,0
,0
,0
,1
,0
,1
,0
,0
,0
,1
,0
,0
,1
,1
,0
,1
,0
,1
,0
,0
,1
,1
,0
,0
,1
,1
,0
,0
,0
,1
,0
,0
,1
,1
,1
,0
,0
,1
,0
,0
,1
,1
,1
,1
,1
,0
,0
,1
,0
,1
,1
,0
,1
,1
,1
,1
,0
,0
,1
,1
,0
,1
,0
,1
,1
,0
,0
,0
,0
,1
,0
,1
,0
,1
,1
,1
,0
,0
,0
,0
,0
,0
,1
,0
,0
,0
,1
,0
,0
,1
,0
,0
,0
,0
,0
,0
,0
,0
,1
,1
,1
,0
,0
,0
,1
,1
,1
,1
,1
,0
,0
,0
,1
,0
,1
,0
,1
,1
,1
,0
,0
,1
,0
,0
,0
,1
,1
,1
,0
,1
,1
,1
,1
,1
,1
,1
,0
,1
,1
,0
,1
,1
,1
,0
,0
,0
,1
,0
,1
,0
,1
,1
,1
,1
,0
,1
,0
,0
,1
,1
,1
,0
,0
,1
,0
,1
,1
,0
,1
,1
,1
,1
,1
,0
,0
,0
,0
,1
,0
,0
,0
,0
,0
,1
,1
,1
,0
,0
,1
,1
,1
,0
,0
,0
,0
,1
,1
,0
,0
,0
,0
,0
,1
,0
,0
,1
,0
,1
,1
,1
,0
,0
,1
,0
,1
,1
,1
,1
,1
,1
,1
,0
,1
,1
,1
,0
,0
,1
,1
,0
,1
,1
,0
,0
,0
,0
,1
,1
,0
,0
,1
,0
,0
,1
,0
,0
,0
,1
,1
,1
,1
,1
,0
,0
,0
,0
,0
,0
,0
,0
,1
,0
,0
,1
,0
,0
,1
,1
,0
,1
,1
,1
,1
,1
,1
,0
,1
,0
,1
,1
,0
,1
,1
,0
,1
,1
,1
,0
,1
,0
,0
,1
,0
,0
,0
,0
,0
,1
,1
,1
,1
,0
,0
,1
,1
,0
,0
,0
,1
,0
,0
,1
,0
,1
,1
,1
,1
,1
,1
,1
,0
,1
,0
,1
,1
,0
,1
,1
,1
,1
,1
,1
,0
,0
,1
,0
,0
,1
,1
,1
,1
,0
,1
,1
,0
,0
,1
,1
,0
,0
,0
,1
,0
,0
,1
,1
,1
,0
,1
,0
,0
,1
,0
,0
,1
,0
,0
,0
,1
,1
,1
,1
,1
,1
,0
,0
,1
,1
,1
,0
,0
,0
,1
,0
,0
,1
,0
,0
,0
,1
,1
,1
,0
,1
,0
,1
,0
,1
,1
,1
,1
,0
,0
,1
,1
,1
,1
,0
,1
,1
,1
,1
,0
,0
,0
,1
,0
,1
,0
,0
,0
,0
,1
,1
,1
,0
,0
,0
,0
,1
,1
,0
,1
,0
,1
,1
,0
,0
,0
,0
,1
,1
,0
,0
,0
,1
,0
,0
,0
,0
,0
,1
,1
,1
,1
,0
,1
,1
,0
,1
,0
,1
,0
,0
,0
,0
,1
,1
,0
,1
,1
,0
,0
,0
,0
,1
,0
,0
,1
,0
,0
,0
,0
,0
,1
,0
,1
,1
,1
,1
,1
,0
,0
,0
,0
,0
,0
,1
,1
,1
,0
,0
,0
,1
,0
,1
,0
,0
,0
,1
,0
,0
,1
,1
,0
,1
,0
,1
,0
,0
,1
,1
,0
,0
,1
,1
,0
,0
,0
,1
,0
,0
,1
,1
,1
,0
,0
,1
,0
,0
,1
,1
,1
,1
,1
,0
,0
,1
,0
,1
,1
,0
,1
,1
,1
,1
,0
,0
,1
,1
,0
,1
,0
,1
,1
,0
,0
,0
,0
,1
,0
,1
,0
,1
,1
,1
,0
,0
,0
,0
,0
,0
,1
,0
,0
,0
,1
,0
,0
,1
,0
,0
,0
,0
,0
,0
,0
,0
,1
,1
,1
,0
,0
,0
,1
,1
,1
,1
,1
,0
,0
,0
,1
,0
,1
,0
,1
,1
,1
,0
,0
,1
,0
,0
,0
,1
,1
,1
,0
,1
,1
,1
,1
,1
,1
,1
,0
,1
,1
,0
,1
,1
,1
,0
,0
,0
,1
,0
,1
,0
,1
,1
,1
,1
,0
,1
,0
,0
,1
,1
,1
,0
,0
,1
,0
,1
,1
,0
,1
,1
,1
,1
,1
,0
,0
,0
,0
,1
,0
,0
,0
,0
,0
,1
,1
,1
,0
,0
,1
,1
,1
,0
,0
,0
,0
,1
,1
,0
,0
,0
,0
,0
,1
,0
,0
,1
,0
,1
,1
,1
,0
,0
,1
,0
,1
,1
,1
,1
,1
,1
,1
,0
,1
,1
,1
,0
,0
,1
,1
,0
,1
,1
,0
,0
,0
,0
,1
,1
,0
,0
,1
,0
,0
,1
,0
,0
,0
,1
,1
,1
,1
,1
,0
,0
,0
,0
,0
,0
,0
,0
,1
,0
,0
,1
,0
,0
,1
,1
,0
,1
,1
,1
,1
,1
,1
,0
,1
,0
,1
,1
,0
,1
,1
,0
,1
,1
,1
,0
,1
,0
,0
,1
,0
,0
,0
,0
,0
,1
,1
,1
,1
,0
,0
,1
,1
,0
,0
,0
,1
,0
,0
,1
,0
,1
,1
,1
,1
,1
,1
,1
,0
,1
,0
,1
,1
,0
,1
,1
,1
,1
,1
,1
,0
,0
,1
,0
,0
,1
,1
,1
,1
,0
,1
,1
,0
,0
,1
,1
,0
,0
,0
,1
,0
,0
,1
,1
,1
,0
,1
,0
,0
,1
,0
,0
,1
,0
,0
,0
,1
,1
,1
,1
,1
,1
,0
,0
,1
,1
,1
,0
,0
,0
,1
,0
,0
,1
,0
,0
,0
,1
,1
,1
,0
,1
,0
,1
,0
,1
,1
,1
,1
,0
,0
,1
,1
,1
,1
,0
,1
,1
,1
,1
,0
,0
,0
,1
,0
,1
,0
,0
,0
,0
,1
,1
,1
,0
,0
,0
,0
,1
,1
,0
,1
,0
,1
,1
,0
,0
,0
,0
,1
,1
,0
,0
,0
,1
,0
,0
,0
,0
,0
,1
,1
,1
,1
,0
,1
,1
,0
,1
,0
,1
,0
,0
,0
,0
,1
,1
,0
,1
,1
,0
,0
,0
,0
,1
,0
,0
,1
,0
,0
,0
,0
,0
,1
,0
,1
,1
,1
,1
,1
,0
,0
,0
,0
,0
,0
,1
,1
,1
,0
,0
,0
,1
,0
,1
,0
,0
,0
,1
,0
,0
,1
,1
,0
,1
,0
,1
,0
,0
,1
,1
,0
,0
,1
,1
,0
,0
,0
,1
,0
,0
,1
,1
,1
,0
,0
,1
,0
,0
,1
,1
,1
,1
,1
,0
,0
,1
,0
,1
,1
,0
,1
,1
,1
,1
,0
,0
,1
,1
,0
,1
,0
,1
,1
,0
,0
,0
,0
,1
,0
,1
,0
,1
,1
,1
,0
,0
,0
,0
,0
,0
,1
,0
,0
,0
,1
,0
,0
,1
,0
,0
,0
,0
,0
,0
,0
,0
,1
,1
,1
,0
,0
,0
,1
,1
,1
,1
,1
,0
,0
,0
,1
,0
,1
,0
,1
,1
,1
,0
,0
,1
,0
,0
,0
,1
,1
,1
,0
,1
,1
,1
,1
,1
,1
,1
,0
,1
,1
,0
,1
,1
,1
,0
,0
,0
,1
,0
,1
,0
,1
,1
,1
,1
,0
,1
,0
,0
,1
,1
,1
,0
,0
,1
,0
,1
,1
,0
,1
,1
,1
,1
,1
,0
,0
,0
,0
,1
,0
,0
,0
,0
,0
,1
,1
,1
,0
,0
,1
,1
,1
,0
,0
,0
,0
,1
,1
,0
,0
,0
,0
,0
,1
,0
,0
,1
,0
,1
,1
,1
,0
,0
,1
,0
,1
,1
,1
,1
,1
,1
,1
,0
,1
,1
,1
,0
,0
,1
,1
,0
,1
,1
,0
,0
,0
,0
,1
,1
,0
,0
,1
,0
,0
,1
,0
,0
,0
,1
,1
,1
,1
,1
,0
,0
,0
,0
,0
,0
,0
,0
,1
,0
,0
,1
,0
,0
,1
,1
,0
,1
,1
,1
,1
,1
,1
,0
,1
,0
,1
,1
,0
,1
,1
,0
,1
,1
,1
,0
,1
,0
,0
,1
,0
,0
,0
,0
,0
,1
,1
,1
,1
,0
,0
,1
,1
,0
,0
,0
,1
,0
,0
,1
,0
,1
,1
,1
,1
,1
,1
,1
,0
,1
,0
,1
,1
,0
,1
,1
,1
,1
,1
,1
,0
,0
,1
,0
,0
,1
,1
,1
,1
,0
,1
,1
,0
,0
,1
,1
,0
,0
,0
,1
,0
,0
,1
,1
,1
,0
,1
,0
,0
,1
,0
,0
,1
,0
,0
,0
,1
,1
,1
,1
,1
,1
,0
,0
,1
